-0.541989,-3.969420,1.045209,-0.024502,0.017795,0.704664,0.708894,0.031750,0.022915,-0.005883,-0.002946,-0.014456,0.034648,0.026568,0.016715,-0.007910,0.048205,-0.053771,-0.047261,-0.140999,0.051669,-0.145210,0.136322,-0.136515,-0.087267,-0.048897,-0.129028,0.319290,-0.026822,0.015198,1.128181,1.162608,-0.052731,0.154644,0.051817,0.102884,-0.058848,-0.026459,-0.020901,0.116301,0.094409,0.030095,-0.019225,0.023435,-0.053354,0.000000,-0.092347,-0.134594,0.024531,-0.034789,0.038949,-0.101349,-0.192622,-0.032266,0.132205,-0.031724,0.129892,-0.755762,0.052004,-0.062242,-0.750975,0.023730,0.177667,0.193870,-0.032170,-0.041545,0.260559,0.050879,0.200495,0.119883,-0.032042,0.029939,0.220282
-0.542268,-3.969449,1.045157,-0.024604,0.017896,0.704739,0.708814,-0.001375,0.013923,-0.002556,-0.000389,0.014297,0.010992,0.026281,0.014411,-0.011072,0.048015,-0.054558,-0.046044,-0.144764,0.053341,-0.140791,0.136710,-0.136641,-0.087267,-0.045304,-0.127407,0.316329,-0.028662,0.013616,1.126523,1.164335,-0.054264,0.156386,-0.014335,-0.115218,-0.158137,-0.009513,-0.039375,0.060835,-0.188249,0.083613,0.220927,0.019399,-0.006313,0.000000,0.179613,0.081057,-0.148060,-0.091985,-0.079102,-0.082864,0.086335,-0.076619,0.087095,-0.031449,0.128949,-0.755796,0.054213,-0.061979,-0.750758,0.022896,0.177481,0.193734,-0.031837,-0.041630,0.260574,0.049826,0.200170,0.119624,-0.031831,0.029876,0.220336
-0.542589,-3.969476,1.045168,-0.025346,0.017982,0.704402,0.709121,-0.001489,0.016036,0.000658,-0.045371,0.058648,-0.046576,0.024005,0.012726,-0.010918,0.048350,-0.053962,-0.046619,-0.147288,0.051897,-0.139354,0.135681,-0.136220,-0.084860,-0.043530,-0.123589,0.315523,-0.028670,0.013027,1.130410,1.167564,-0.055552,0.158474,-0.113826,-0.084241,0.007707,0.016753,0.029820,-0.028761,-0.126219,-0.072182,0.071882,-0.051472,0.021068,0.120366,0.088726,0.190899,-0.040281,-0.000428,-0.029449,0.194345,0.161464,-0.064423,0.104415,-0.030076,0.127898,-0.755879,0.056165,-0.063132,-0.750713,0.022137,0.177479,0.193650,-0.031516,-0.041567,0.260803,0.048729,0.200193,0.119426,-0.031494,0.029996,0.220666
-0.543247,-3.969294,1.045176,-0.025432,0.018223,0.704180,0.709332,0.008774,0.032983,0.001275,0.011752,0.023320,-0.030230,0.023554,0.010368,-0.008955,0.047525,-0.055181,-0.047814,-0.147186,0.053049,-0.136818,0.134525,-0.136942,-0.083745,-0.040222,-0.124432,0.312533,-0.030139,0.011877,1.127569,1.168294,-0.055390,0.160299,-0.022544,-0.117909,0.098158,-0.041248,-0.060946,-0.059711,0.005125,0.057572,0.126770,-0.057804,-0.036104,0.055746,0.165403,-0.042163,-0.149506,-0.073410,-0.057511,-0.142055,0.036487,0.008121,0.091218,-0.029502,0.126165,-0.755940,0.056411,-0.062917,-0.750694,0.021639,0.177256,0.193548,-0.031271,-0.041676,0.260749,0.048211,0.199799,0.119265,-0.031377,0.029895,0.220626
-0.544685,-3.968019,1.045136,-0.025286,0.017861,0.705389,0.708144,0.063451,0.072146,0.002663,-0.019957,-0.036768,0.168917,0.024149,0.016906,-0.009619,0.045416,-0.055393,-0.047350,-0.142793,0.049494,-0.131984,0.134405,-0.137619,-0.082295,-0.046948,-0.125099,0.313322,-0.028802,0.010859,1.126364,1.166735,-0.056000,0.163414,0.029741,0.326902,-0.033215,-0.105461,-0.010614,0.023161,0.219649,-0.177732,0.241716,-0.005981,-0.033867,0.072472,-0.336305,-0.033325,0.039428,0.066823,-0.050887,-0.060266,-0.077954,-0.030525,0.155776,-0.029228,0.130255,-0.755890,0.053587,-0.065892,-0.751182,0.022911,0.177176,0.193587,-0.031680,-0.041516,0.260657,0.049689,0.199613,0.119346,-0.031404,0.030025,0.220482
-0.546251,-3.967009,1.045238,-0.025207,0.018063,0.706104,0.707429,0.049951,0.078337,0.008962,0.016999,0.008251,0.101664,0.023772,0.016964,-0.006558,0.042433,-0.058584,-0.046472,-0.134938,0.047495,-0.135351,0.132581,-0.139437,-0.080430,-0.045506,-0.128286,0.315874,-0.031850,0.010840,1.124328,1.159820,-0.053499,0.165174,-0.018823,0.002935,0.153077,-0.149158,-0.159557,0.043893,0.392702,-0.099948,-0.168339,-0.091219,-0.090888,0.093276,0.072078,-0.159384,0.127631,-0.152379,-0.000947,-0.101793,-0.345747,0.125085,0.088003,-0.027989,0.129839,-0.755971,0.049188,-0.066591,-0.751625,0.023032,0.177425,0.193729,-0.032234,-0.041763,0.260345,0.050029,0.200016,0.119614,-0.032490,0.029665,0.219968
-0.547666,-3.966523,1.045465,-0.025207,0.017640,0.705900,0.707643,0.023329,0.070647,0.013543,-0.029004,-0.029864,-0.030492,0.023574,0.017152,-0.006106,0.041188,-0.059503,-0.045056,-0.134730,0.047808,-0.135295,0.132142,-0.137919,-0.077170,-0.043248,-0.121849,0.313095,-0.033559,0.009685,1.122168,1.160836,-0.052224,0.163813,-0.009892,0.009355,0.022598,-0.062221,-0.045967,0.070844,0.010405,0.015660,0.002808,-0.021955,0.075898,0.163000,0.112918,0.321859,-0.138988,-0.085445,-0.057739,-0.107982,0.050822,0.063727,-0.068083,-0.027451,0.129887,-0.756000,0.049159,-0.066424,-0.751625,0.021879,0.177267,0.193534,-0.032015,-0.041828,0.260320,0.048316,0.199748,0.119184,-0.032298,0.029617,0.219973
-0.549412,-3.965652,1.045503,-0.026406,0.018390,0.706822,0.706659,0.043333,0.087261,0.005616,-0.035855,0.137231,0.134432,0.019361,0.018004,-0.002121,0.039741,-0.061910,-0.045227,-0.125777,0.045724,-0.131385,0.135985,-0.141944,-0.073285,-0.045589,-0.125260,0.310202,-0.035784,0.010921,1.118427,1.149320,-0.054176,0.171314,-0.210682,0.042641,0.199250,-0.072372,-0.120354,-0.008586,0.447680,-0.104207,0.195510,0.192185,-0.201271,0.194222,-0.117067,-0.170545,-0.144636,-0.111265,0.061760,-0.187067,-0.575818,-0.097625,0.375087,-0.024207,0.129830,-0.756136,0.042166,-0.068221,-0.752171,0.022679,0.176905,0.193473,-0.033125,-0.042103,0.259785,0.049421,0.199033,0.119126,-0.034034,0.029127,0.219068
-0.551887,-3.963660,1.044990,-0.026364,0.018365,0.709535,0.703937,0.101971,0.123170,-0.017853,-0.009882,-0.006644,0.384126,0.016170,0.026214,-0.009366,0.036193,-0.068256,-0.044684,-0.129531,0.038894,-0.125770,0.121632,-0.140678,-0.066077,-0.048763,-0.100911,0.301205,-0.037342,0.005709,1.145457,1.158633,-0.057469,0.188019,-0.159555,0.410493,-0.362266,-0.177371,-0.317269,0.027141,-0.187733,-0.341513,0.280744,-0.717690,0.063326,0.360393,-0.158713,1.217437,-0.449839,-0.077917,-0.260571,1.351474,0.465644,-0.164611,0.835215,-0.020890,0.135897,-0.756107,0.049109,-0.073795,-0.752373,0.020388,0.176191,0.192832,-0.032772,-0.041497,0.260922,0.045273,0.197778,0.117685,-0.033343,0.029941,0.220567
-0.554600,-3.961957,1.044853,-0.026874,0.018096,0.710663,0.702787,0.086865,0.134753,0.000306,-0.059525,0.016478,0.159567,0.013096,0.030704,-0.010196,0.033616,-0.070844,-0.045854,-0.127574,0.034183,-0.127960,0.111513,-0.140176,-0.059045,-0.053505,-0.083185,0.302126,-0.038147,0.004266,1.162202,1.162387,-0.056493,0.189788,-0.153666,0.224494,-0.041503,-0.128850,-0.129386,-0.058492,0.097860,-0.235549,-0.109510,-0.505928,0.025107,0.351618,-0.237095,0.886308,0.046036,-0.040250,-0.072142,0.837301,0.187709,0.048776,0.088454,-0.018032,0.138760,-0.756107,0.051114,-0.076638,-0.752590,0.019170,0.176345,0.192682,-0.032834,-0.041093,0.261543,0.042772,0.198059,0.117160,-0.033091,0.030445,0.221363
